PDR Number,Date Received,Type,Item Requested,Person Received,Date due,Date Complete,Request Source
P2013-282,1/29/2013,PDR,12-378605,EMAIL,2/5/2013,2/5/2013,Attorney
P2013-284,1/29/2013,PDR,12-404199,PHONE,2/5/2013,2/1/2013,Individual
P2013-285,1/29/2013,PDR,13-825,FAX,2/5/2013,2/5/2013,Attorney
P2013-286,1/29/2013,PDR,13-26194,COUNTER,3/12/2013,3/9/2013,Individual
P2013-287,1/29/2013,PDR,07-279271,MAIL,2/5/2013,2/4/2013,Inmate
P2013-288,1/29/2013,PDR,09-137833,MAIL,2/5/2013,2/1/2013,Inmate
P2013-289,1/29/2013,PDR,13-20731,EMAIL,2/5/2013,2/4/2013,Individual
P2013-290,1/29/2013,PDR,13-7265,EMAIL,3/19/2013,3/10/2013,Individual
P2013-291,1/29/2013,PDR,08-105173,EMAIL,2/5/2013,2/1/2013,Individual
P2013-293,1/29/2013,PDR,INCIDENT REPORT FROM 08/01/2012 TO 10/31/2012,COUNTER,2/5/2013,1/31/2013,Individual
P2013-294,1/29/2013,PDR,RED LIGHT CAMERA INFORMATION,EMAIL,3/5/2013,3/4/2013,Individual
P2013-295,1/29/2013,PDR,13-23134,EMAIL,3/12/2013,2/28/2013,Individual
P2013-296,1/29/2013,PDR,13-29679,EMAIL,2/5/2013,2/1/2013,Individual
P2013-297,1/29/2013,PDR,10-202656,EMAIL,2/5/2013,2/6/2013,Individual
P2013-278,1/30/2013,PDR,IN CAR VIDEO,COUNTER,2/4/2013,1/31/2013,Individual
P2013-292,1/30/2013,PDR,PURCHASE ORDER FOR SURVEILLANCE CAMERAS AT ALKI,EMAIL,3/16/2013,3/16/2013,Individual
P2013-298,1/30/2013,PDR,CIT 12778108,COUNTER,3/20/2013,3/6/2013,Individual
P2013-299,1/30/2013,PDR,CITY CONTRACTS FOR EXAMS,MAIL,2/6/2013,2/4/2013,Individual
P2013-300,1/30/2013,PDR,REPORTS & CALLS 120108 - 110109,COUNTER,3/6/2013,2/19/2013,Individual
P2013-301,1/30/2013,PDR,12-423232,EMAIL,2/6/2013,2/4/2013,Individual
P2013-302,1/30/2013,PDR,12-403380,EMAIL,2/6/2013,2/4/2013,Media
P2013-303,1/30/2013,PDR,11-99105,EMAIL,2/6/2013,2/4/2013,Individual
P2013-304,1/30/2013,PDR,2012 ARREST REPORT,COUNTER,2/6/2013,1/31/2013,Individual
P2013-305,1/30/2013,PDR,1960 INCIDENT REPORT,EMAIL,2/6/2013,2/6/2013,Individual
P2013-306,1/30/2013,PDR,13-33446,COUNTER,3/20/2013,2/24/2013,Individual
P2013-307,1/30/2013,PDR,ALL ACCIDENT REPORTS,EMAIL,3/20/2013,3/3/2013,Attorney
P2013-309,1/30/2013,PDR,ALL INCIDENT REPORTS,EMAIL,2/6/2013,2/6/2013,Attorney
P2013-310,1/30/2013,PDR,EMPLY RECORDS,EMAIL,3/14/2013,3/15/2013,Attorney
P2013-326,1/30/2013,PDR,INFO ON APPLICATIONS FOR ONLINE WEB REPORTS,EMAIL,3/1/2013,2/7/2013,Individual
P2013-311,1/31/2013,PDR,Dec-2432,COUNTER,2/7/2013,2/5/2013,Individual
P2013-312,1/31/2013,PDR,13-14851,COUNTER,2/7/2013,2/5/2013,Individual
P2013-313,1/31/2013,PDR,8 INCIDENT REPORTS & 911,COUNTER,2/7/2013,2/5/2013,Individual
P2013-314,1/31/2013,PDR,11-88993,EMAIL,2/7/2013,2/5/2013,Attorney
P2013-315,1/31/2013,PDR,10-419127 & 10-424085,MAIL,3/19/2013,3/10/2013,Attorney
P2013-316,1/31/2013,PDR,13-21081,COUNTER,2/7/2013,2/4/2013,Individual
P2013-317,1/31/2013,PDR,13-13192,MAIL,2/7/2013,2/7/2013,Attorney
P2013-318,1/31/2013,PDR,CIT 12795146,COUNTER,2/7/2013,2/7/2013,Individual
P2013-319,1/31/2013,PDR,ALL INCIDENT REPORTS,MAIL,3/6/2013,2/24/2013,Attorney
P2013-320,1/31/2013,PDR,ARREST REPORT,EMAIL,2/7/2013,2/6/2013,Individual
P2013-321,1/31/2013,PDR,13-33148,EMAIL,4/17/2013,4/23/2013,Media
P2013-322,1/31/2013,PDR,12-252030,COUNTER,2/7/2013,2/4/2013,Individual
P2013-323,1/31/2013,PDR,12-256473,COUNTER,2/7/2013,2/4/2013,Individual
P2013-324,1/31/2013,PDR,"08-156480, 09-30861",EMAIL,2/7/2013,2/4/2013,Individual
P2013-325,1/31/2013,PDR,12-372361,FAX,2/7/2013,2/6/2013,Attorney
P2013-327,1/31/2013,PDR,12-383215,EMAIL,2/7/2013,2/7/2013,Individual
P2013-335,1/31/2013,PDR,12-432116,EMAIL,3/21/2013,3/15/2013,Attorney
P2013-336,1/31/2013,PDR,12-222787,FAX,3/14/2013,3/11/2013,Attorney
P2013-340,1/31/2013,PDR,12-419988,EMAIL,2/7/2013,2/5/2013,Individual
P2013-341,1/31/2013,PDR,"REPORTS, COMPLAINTS, UOF'S, INVS, DISCIPLINE",EMAIL,1/13/2014,1/14/2014,Attorney
P2013-344,1/31/2013,PDR,12-376389,EMAIL,2/7/2013,2/7/2013,Individual
P2013-330,2/1/2013,PDR,12-125608,COUNTER,3/22/2013,3/19/2013,Attorney
P2013-331,2/1/2013,PDR,10-439959,COUNTER,2/22/2013,2/19/2013,Individual
P2013-332,2/1/2013,PDR,3200 NE 137 ST,COUNTER,3/22/2013,3/21/2013,Individual
P2013-333,2/1/2013,PDR,12-419988,EMAIL,3/6/2013,3/1/2013,Individual
P2013-334,2/1/2013,PDR,13-24168,MAIL,3/22/2013,3/22/2013,Attorney
P2013-337,2/1/2013,PDR,13-825,MAIL,2/8/2013,2/8/2013,Attorney
P2013-338,2/1/2013,PDR,12-129234,EMAIL,3/22/2013,3/7/2013,Attorney
P2013-339,2/1/2013,PDR,13-32982,MAIL,2/8/2013,2/6/2013,Attorney
P2013-342,2/1/2013,PDR,96-152409,MAIL,6/5/2013,6/5/2013,Inmate
P2013-343,2/1/2013,PDR,94-156500,EMAIL,2/8/2013,2/7/2013,Individual
P2013-345,2/1/2013,PDR,09-272973,EMAIL,2/8/2013,2/6/2013,Individual
P2013-328,2/4/2013,PDR,ARREST REPORT 081353,EMAIL,2/11/2013,2/6/2013,Individual
P2013-329,2/4/2013,PDR,"ICV, INC RPTS & OPA FINDINGS",EMAIL,4/17/2013,4/16/2013,Attorney
P2013-350,2/4/2013,PDR,12-296772,EMAIL,3/25/2013,3/5/2013,Attorney
P2013-351,2/4/2013,PDR,12-410039,COUNTER,2/11/2013,2/5/2013,Attorney
P2013-352,2/4/2013,PDR,13-20423,EMAIL,3/11/2013,2/25/2013,Attorney
P2013-353,2/4/2013,PDR,14 REPORTS & 2 CADS,EMAIL,2/11/2013,2/6/2013,Individual
P2013-354,2/4/2013,PDR,13-22760,EMAIL,2/11/2013,2/10/2013,Attorney
P2013-355,2/4/2013,PDR,13-31079,EMAIL,2/11/2013,2/5/2013,Attorney
P2013-356,2/4/2013,PDR,911 CALLS AND INCIDENT REPORTS,EMAIL,3/25/2013,3/20/2013,Attorney
P2013-357,2/4/2013,PDR,BA # 213001724,MAIL,2/11/2013,2/6/2013,Inmate
P2013-358,2/4/2013,PDR,12-121478,COUNTER,2/11/2013,2/5/2013,Individual
P2013-359,2/4/2013,PDR,12-106224,COUNTER,3/4/2013,3/1/2013,Individual
P2013-360,2/4/2013,PDR,2002 ARREST REPORT,COUNTER,2/11/2013,2/6/2013,Individual
P2013-361,2/4/2013,PDR,12-226465,COUNTER,2/25/2013,2/22/2013,Individual
P2013-362,2/4/2013,PDR,12-31561,EMAIL,2/11/2013,2/5/2013,Attorney
P2013-363,2/4/2013,PDR,12-243098,EMAIL,2/11/2013,2/5/2013,Individual
P2013-376,2/4/2013,PDR,12-429469,EMAIL,2/11/2013,2/6/2013,Individual
P2013-346,2/5/2013,PDR,12-46158,EMAIL,6/10/2013,6/13/2013,Individual
P2013-347,2/5/2013,PDR,13-28890,EMAIL,2/12/2013,2/5/2013,Individual
P2013-348,2/5/2013,PDR,STEERING COMMITTEE INFO,EMAIL,6/19/2013,6/14/2013,Individual
P2013-349,2/5/2013,PDR,11-312460,EMAIL,2/12/2013,2/12/2013,Attorney
P2013-365,2/5/2013,PDR,CFS - ASSAULTS - CITIZENSHIP,EMAIL,3/26/2013,3/5/2013,Media
P2013-366,2/5/2013,PDR,94-413489,EMAIL,2/12/2013,2/6/2013,Attorney
P2013-367,2/5/2013,PDR,"68 REPORTS, DISCIPLINE, COMPLAINTS,UOF'S",EMAIL,6/21/2013,6/21/2013,Attorney
P2013-368,2/5/2013,PDR,13-38351,EMAIL,4/9/2013,4/9/2013,Attorney
P2013-369,2/5/2013,PDR,08-315319,COUNTER,2/12/2013,2/6/2013,Individual
P2013-370,2/5/2013,PDR,PSE theft report,EMAIL,2/12/2013,2/11/2013,Individual
P2013-371,2/5/2013,PDR,13-35899,EMAIL,2/26/2013,2/22/2013,Attorney
P2013-372,2/5/2013,PDR,-,EMAIL,2/12/2013,2/6/2013,Attorney
P2013-373,2/5/2013,PDR,10-125499,EMAIL,2/12/2013,2/11/2013,Attorney
P2013-374,2/5/2013,PDR,12-419988,MAIL,2/12/2013,2/7/2013,Attorney
P2013-375,2/5/2013,PDR,12-112349,EMAIL,2/12/2013,2/6/2013,Individual
P2013-377,2/5/2013,PDR,13-40435,EMAIL,2/12/2013,2/6/2013,Individual
P2013-378,2/5/2013,PDR,13-38075,COUNTER,3/5/2013,2/13/2013,Individual
P2013-379,2/5/2013,PDR,12-409335,EMAIL,2/12/2013,2/12/2013,Individual
P2013-380,2/5/2013,PDR,12-441619,EMAIL,3/26/2013,3/3/2013,Attorney
P2013-426,2/5/2013,PDR,5 PTCR'S,EMAIL,2/12/2013,2/11/2013,Individual
P2013-381,2/6/2013,PDR,99-424561,COUNTER,2/13/2013,2/10/2013,Individual
P2013-382,2/6/2013,PDR,12-350905,EMAIL,2/13/2013,2/11/2013,Attorney
P2013-383,2/6/2013,PDR,PARKING REVENUE LOSSES,MAIL,2/13/2013,2/11/2013,Individual
P2013-384,2/6/2013,PDR,13-20679,EMAIL,4/24/2013,4/24/2013,Attorney
P2013-385,2/6/2013,PDR,"ALL RECORDS, INQUIRIES, AND COPY RELEASED",MAIL,3/26/2012,3/25/2013,Individual
P2013-386,2/6/2013,PDR,13-22429,COUNTER,2/13/2013,2/13/2013,Individual
P2013-387,2/6/2013,PDR,12-392741,FAX,3/27/2013,3/5/2013,Individual
P2013-388,2/6/2013,PDR,07-29478,EMAIL,2/13/2013,2/10/2013,Individual
P2013-390,2/6/2013,PDR,INCIDENT REPORTS & FOLLOW-UPS,COUNTER,2/27/2013,2/19/2013,Individual
P2013-468,2/6/2013,PDR,13-13967,FAX,4/10/2013,4/3/2013,Attorney
P2013-389,2/7/2013,PDR,12-429469,EMAIL,4/10/2013,4/9/2013,Individual
P2013-391,2/7/2013,PDR,13-29128,EMAIL,4/22/2013,4/22/2013,Attorney
P2013-392,2/7/2013,PDR,13-29128,EMAIL,3/28/2013,3/26/2013,Attorney
P2013-393,2/7/2013,PDR,13-29128,EMAIL,2/14/2013,2/12/2013,Attorney
P2013-394,2/7/2013,PDR,E PCT ARRESTEE NAMES,EMAIL,3/29/2013,3/13/2013,Individual
P2013-395,2/7/2013,PDR,10-370368,MAIL,2/14/2013,2/14/2013,Inmate
P2013-396,2/7/2013,PDR,07-279271,MAIL,2/14/2013,2/11/2013,Inmate
P2013-397,2/7/2013,PDR,SUICIDE REPORT,COUNTER,2/14/2013,2/13/2013,Individual
P2013-398,2/7/2013,PDR,10-279741,COUNTER,2/14/2013,2/11/2013,Attorney
P2013-399,2/7/2013,PDR,-,EMAIL,2/14/2013,2/15/2013,Attorney
P2013-400,2/7/2013,PDR,12-443105,COUNTER,2/14/2013,2/11/2013,Individual
P2013-401,2/7/2013,PDR,01-46119,COUNTER,2/14/2013,2/11/2013,Individual
P2013-402,2/7/2013,PDR,09-68721,EMAIL,2/14/2013,2/11/2013,Attorney
P2013-412,2/7/2013,PDR,CFS,FAX,3/28/2013,3/4/2013,Attorney
P2013-413,2/7/2013,PDR,07-209676,FAX,2/14/2013,2/12/2013,Attorney
P2013-414,2/7/2013,PDR,12-138637,COUNTER,2/14/2013,2/12/2013,Individual
P2013-415,2/7/2013,PDR,13-38441,EMAIL,4/4/2013,4/1/2013,Individual
P2013-403,2/8/2013,PDR,PTCR,EMAIL,2/15/2013,2/13/2013,Attorney
P2013-404,2/8/2013,PDR,TEST RANGES/OFC WITT,EMAIL,4/18/2013,4/17/2013,Attorney
P2013-405,2/8/2013,PDR,RADAR DOCUMENTS/RECORDS/MANUALS,EMAIL,4/18/2013,4/17/2013,Attorney
P2013-406,2/8/2013,PDR,13-22347,COUNTER,3/15/2013,3/11/2013,Individual
P2013-407,2/8/2013,PDR,13-14247,COUNTER,3/29/2013,3/4/2013,Individual
P2013-408,2/8/2013,PDR,12-435980,COUNTER,3/1/2013,2/25/2013,Individual
P2013-409,2/8/2013,PDR,10-138844,COUNTER,3/29/2013,3/26/2013,Individual
P2013-410,2/8/2013,PDR,12-350252,MAIL,3/29/2013,3/26/2013,Attorney
P2013-411,2/8/2013,PDR,13-26260,MAIL,3/28/2013,3/26/2013,Attorney
P2013-416,2/8/2013,PDR,12-444051,EMAIL,3/29/2013,3/29/2013,Attorney
P2013-417,2/8/2013,PDR,ALL DOCUMENTS,EMAIL,6/24/2013,6/12/2013,Attorney
P2013-418,2/8/2013,PDR,13-41825,EMAIL,2/15/2013,2/12/2013,Individual
P2013-419,2/8/2013,PDR,ACCIDENT REPORT,EMAIL,2/15/2013,2/13/2013,Attorney
P2013-420,2/8/2013,PDR,ACCIDENT REPORT,EMAIL,2/15/2013,2/13/2013,Attorney
P2013-421,2/8/2013,PDR,ACCIDENT REPORT,MAIL,2/15/2013,2/13/2013,Attorney
P2013-422,2/8/2013,PDR,12-377930,MAIL,3/29/2013,3/29/2013,Attorney
P2013-423,2/8/2013,PDR,12-407643,MAIL,3/29/2013,3/13/2013,Attorney
P2013-424,2/8/2013,PDR,11-283366,COUNTER,2/15/2013,2/13/2013,Individual
P2013-425,2/8/2013,PDR,CALLS FOR SERVICES,EMAIL,3/29/2013,3/5/2013,Attorney
P2013-427,2/11/2013,PDR,11-378849,FAX,2/19/2013,2/12/2013,Attorney
P2013-428,2/11/2013,PDR,ASSAULT REPORT,EMAIL,2/19/2013,2/13/2013,Attorney
P2013-429,2/11/2013,PDR,REPORTS FROM CFS,EMAIL,4/2/2013,3/7/2013,Individual
P2013-430,2/11/2013,PDR,REPORTS FROM CFS,EMAIL,4/2/2013,3/11/2013,Individual
P2013-431,2/11/2013,PDR,REPORTS FROM CFS,EMAIL,4/2/2013,3/11/2013,Individual
P2013-432,2/11/2013,PDR,12-403821,COUNTER,4/2/2013,3/12/2013,Individual
P2013-433,2/11/2013,PDR,13-47127,COUNTER,2/19/2013,2/12/2013,Individual
P2013-434,2/11/2013,PDR,11-416635,COUNTER,2/19/2013,2/12/2013,Individual
P2013-435,2/11/2013,PDR,911,COUNTER,4/2/2013,4/3/2013,Individual
P2013-436,2/11/2013,PDR,12-366520,COUNTER,2/19/2013,2/17/2013,Individual
P2013-437,2/11/2013,PDR,PARKING COMPLAINTS AGAINST HER,MAIL,3/5/2013,2/28/2013,Individual
P2013-438,2/11/2013,PDR,MAY DAY,EMAIL,5/13/2013,5/13/2013,Individual
P2013-439,2/11/2013,PDR,REPORTS,EMAIL,2/19/2013,2/13/2013,Attorney
P2013-440,2/11/2013,PDR,13-41876,EMAIL,2/19/2013,2/12/2013,Individual
P2013-441,2/11/2013,PDR,12-409701,EMAIL,2/19/2013,2/12/2013,Attorney
P2013-442,2/11/2013,PDR,13-43960,EMAIL,2/19/2013,2/12/2013,Attorney
P2013-443,2/11/2013,PDR,2Z0772907 - VIDEO,EMAIL,2/19/2013,2/19/2013,Attorney
P2013-444,2/11/2013,PDR,WIRELESS MESH NETWORK,EMAIL,4/15/2013,4/1/2013,Individual
P2013-445,2/11/2013,PDR,13-24205,COUNTER,2/19/2013,2/12/2013,Individual
P2013-446,2/11/2013,PDR,13-38466,COUNTER,4/16/2013,4/16/2013,Individual
P2013-447,2/11/2013,PDR,"11-133584,11-157839,12-71150",MAIL,4/12/2013,3/12/2013,Attorney
P2013-448,2/11/2013,PDR,12-223381,COUNTER,2/19/2013,2/12/2013,Individual
P2013-449,2/11/2013,PDR,12-344628,MAIL,3/26/2013,3/25/2013,Attorney
P2013-450,2/11/2013,PDR,CITATIONS,MAIL,2/19/2013,2/19/2013,Individual
P2013-451,2/11/2013,PDR,ISSUANCE OF INCIDENT NUMBERS,MAIL,2/19/2013,2/12/2013,Inmate
P2013-452,2/11/2013,PDR,CERT COPIES RE ASSAULT,MAIL,2/19/2013,2/13/2013,Attorney
P2013-453,2/11/2013,PDR,CFS,MAIL,4/2/2013,3/5/2013,Individual
P2013-454,2/12/2013,PDR,12-372236,COUNTER,4/4/2013,3/14/2013,Individual
P2013-455,2/12/2013,PDR,92-405622,COUNTER,2/20/2013,2/13/2013,Individual
P2013-456,2/12/2013,PDR,"12-270708, 12-191677, 13-2287",EMAIL,2/20/2013,2/13/2013,Individual
P2013-457,2/12/2013,PDR,09-345696,EMAIL,2/20/2013,2/13/2013,Attorney
P2013-458,2/12/2013,PDR,3Z0021152,EMAIL,3/14/2013,2/28/2013,Attorney
P2013-459,2/12/2013,PDR,TWILIGHT EXIT REPORT,EMAIL,2/27/2013,2/27/2013,Media
P2013-460,2/12/2013,PDR,2Z0812345,MAIL,3/14/2013,2/28/2013,Attorney
P2013-461,2/12/2013,PDR,GUN SAFETY INITIATIVE/BUY BACK PROG,MAIL,5/10/2013,5/8/2013,Individual
P2013-462,2/12/2013,PDR,PTCR,MAIL,2/20/2013,2/13/2013,Attorney
P2013-463,2/12/2013,PDR,13-40502,COUNTER,2/20/2013,2/13/2013,Individual
P2013-464,2/12/2013,PDR,12-343563,COUNTER,2/20/2013,2/13/2013,Individual
P2013-465,2/12/2013,PDR,12-278583,PHONE,3/27/2013,3/26/2013,Individual
P2013-466,2/12/2013,PDR,03-63770,EMAIL,2/20/2013,2/19/2013,Individual
P2013-467,2/12/2013,PDR,TRAFFIC CAMERA VIDEO,EMAIL,2/27/2013,2/27/2013,Attorney
P2013-470,2/12/2013,PDR,12-133478,EMAIL,3/14/2013,3/14/2013,Attorney
P2013-471,2/12/2013,PDR,09-272873,EMAIL,2/20/2013,2/19/2013,Attorney
P2013-472,2/13/2013,PDR,VIDEOS FROM 3Z0033790,MAIL,3/14/2013,2/28/2013,Attorney
P2013-473,2/13/2013,PDR,13-37132,MAIL,4/4/2013,4/3/2013,Attorney
P2013-474,2/13/2013,PDR,PERSONNEL RECORDS,EMAIL,2/21/2013,2/21/2013,Individual
P2013-475,2/13/2013,PDR,1990-91 SEXUAL ASSAULT,EMAIL,2/21/2013,2/14/2013,Attorney
P2013-476,2/13/2013,PDR,CAFE RACER,EMAIL,2/21/2013,2/21/2013,Attorney
P2013-477,2/13/2013,PDR,1850 24 AV E,EMAIL,4/4/2013,4/3/2013,Individual
P2013-480,2/13/2013,PDR,DECLARATION OF CHRONIC NUISANCE PROPERTY,EMAIL,5/10/2013,5/6/2013,Attorney
P2013-481,2/13/2013,PDR,13-39079,COUNTER,4/4/2013,4/4/2013,Individual
P2013-482,2/13/2013,PDR,"11-90876,11-230860,11-289728,12-26526,12-58944",COUNTER,2/21/2013,2/19/2013,Individual
P2013-483,2/13/2013,PDR,SPD ROSTER,FAX,2/21/2013,2/20/2013,Attorney
P2013-484,2/13/2013,PDR,"09-143380,09-99266,09-94501,09-17085,08-204719",FAX,2/21/2013,2/19/2013,Attorney
P2013-485,2/13/2013,PDR,08-457151,COUNTER,2/21/2013,2/15/2013,Attorney
P2013-486,2/13/2013,PDR,13-48657,COUNTER,2/21/2013,2/15/2013,Individual
P2013-487,2/13/2013,PDR,12-320053,MAIL,2/21/2013,2/20/2013,Attorney
P2013-488,2/13/2013,PDR,OPA FILES,EMAIL,4/11/2013,4/12/2013,Attorney
P2013-469,2/14/2013,PDR,08-255025,FAX,2/22/2013,2/20/2013,Individual
P2013-478,2/14/2013,PDR,DNA SAMPLE COLLECTION POLICY,EMAIL,2/22/2013,2/21/2013,Agency
P2013-479,2/14/2013,PDR,09-360965,EMAIL,2/22/2013,2/22/2013,Individual
P2013-489,2/14/2013,PDR,12-375581,EMAIL,4/5/2013,4/5/2013,Attorney
P2013-490,2/14/2013,PDR,13-50457,EMAIL,2/22/2013,2/19/2013,Individual
P2013-491,2/14/2013,PDR,12-258794,COUNTER,2/22/2013,2/20/2013,Individual
P2013-492,2/14/2013,PDR,13-44278,EMAIL,2/22/2013,2/21/2013,Individual
P2013-493,2/14/2013,PDR,CFS,EMAIL,4/5/2013,3/7/2013,Individual
P2013-494,2/14/2013,PDR,1973 ARREST REPORT,EMAIL,2/22/2013,2/21/2013,Individual
P2013-495,2/14/2013,PDR,CFS,EMAIL,6/5/2013,5/19/2013,Attorney
P2013-496,2/14/2013,PDR,IIS INVESTIGATION RE: OFC GREG SACKMAN,EMAIL,8/12/2013,8/13/2013,Individual
P2013-497,2/14/2013,PDR,13-27174,FAX,2/22/2013,2/20/2013,Individual
P2013-498,2/14/2013,PDR,11-382057,COUNTER,2/22/2013,2/20/2013,Individual
P2013-499,2/14/2013,PDR,10-396107,COUNTER,2/22/2013,2/20/2013,Individual
P2013-500,2/14/2013,PDR,12-258794,COUNTER,3/8/2013,3/7/2013,Individual
P2013-501,2/14/2013,PDR,ALL REPORTS,FAX,2/22/2013,2/21/2013,Attorney
P2013-502,2/14/2013,PDR,ALL ARREST REPORTS,COUNTER,2/22/2013,2/20/2013,Individual
P2013-503,2/14/2013,PDR,1973 ARREST REPORT,EMAIL,2/22/2013,2/21/2013,Individual
P2013-504,2/14/2013,PDR,11-4651 & 11-200596,MAIL,3/8/2013,3/8/2013,Inmate
P2013-541,2/14/2013,PDR,13-48470,COUNTER,2/21/2013,2/21/2013,Individual
P2013-505,2/15/2013,PDR,13-50457,COUNTER,3/28/2013,3/25/2013,Individual
P2013-506,2/15/2013,PDR,13-13192,MAIL,4/8/2013,3/30/2013,Attorney
P2013-507,2/15/2013,PDR,DV REPORT,MAIL,3/4/2013,3/4/2013,Attorney
P2013-508,2/15/2013,PDR,02-522912,EMAIL,2/25/2013,2/19/2013,Attorney
P2013-509,2/15/2013,PDR,13-42518,EMAIL,2/25/2013,2/22/2013,Individual
P2013-510,2/15/2013,PDR,USE OF FORCE REPORTS,MAIL,3/25/2013,3/25/2013,Attorney
P2013-511,2/15/2013,PDR,ALL RECORDS,MAIL,4/10/2013,4/10/2013,Attorney
P2013-512,2/15/2013,PDR,STATS,EMAIL,4/24/2013,4/24/2013,Individual
P2013-513,2/15/2013,PDR,13-52519,EMAIL,2/25/2013,2/25/2013,Individual
P2013-514,2/15/2013,PDR,INCIDENT REPORTS,PHONE,8/21/2013,8/21/2013,Individual
P2013-515,2/15/2013,PDR,12-181869,COUNTER,2/25/2013,2/21/2013,Individual
P2013-516,2/15/2013,PDR,12-165362,COUNTER,2/25/2013,2/21/2013,Individual
P2013-517,2/15/2013,PDR,12-136915,EMAIL,2/25/2013,2/25/2013,Attorney
P2013-518,2/15/2013,PDR,12-233074,COUNTER,3/28/2013,3/25/2013,Individual
P2013-519,2/15/2013,PDR,LIDAR INFO,COUNTER,2/25/2013,2/21/2013,Individual
P2013-520,2/15/2013,PDR,INCIDENT REPORT,COUNTER,2/25/2013,2/21/2013,Individual
P2013-521,2/19/2013,PDR,12-154269,EMAIL,2/26/2013,2/19/2013,Individual
P2013-522,2/19/2013,PDR,"INFO RE: MOTTER, GARY DAVID",EMAIL,2/26/2013,2/21/2013,Individual
P2013-523,2/19/2013,PDR,12-439186,EMAIL,2/26/2013,2/26/2013,Individual
P2013-524,2/19/2013,PDR,TOR PROJECT,EMAIL,2/26/2013,2/26/2013,Individual
P2013-525,2/19/2013,PDR,PTCR'S 020113 - 021513,EMAIL,3/28/2013,3/7/2013,Individual
P2013-526,2/19/2013,PDR,13-54143,EMAIL,2/26/2013,2/19/2013,Individual
P2013-527,2/19/2013,PDR,13-37572,EMAIL,2/26/2013,2/20/2013,Attorney
P2013-528,2/19/2013,PDR,"13-44859, 13-48638",EMAIL,2/26/2013,2/19/2013,Attorney
P2013-529,2/19/2013,PDR,01-8164 & MUNI CT # 242368,FAX,2/26/2013,2/22/2013,Attorney
P2013-530,2/19/2013,PDR,12-434092,FAX,2/26/2013,2/22/2013,Attorney
P2013-531,2/19/2013,PDR,13-28081,FAX,2/26/2013,2/22/2013,Individual
P2013-532,2/19/2013,PDR,12-402827,COUNTER,2/26/2013,2/21/2013,Individual
P2013-533,2/19/2013,PDR,4 REPORTS,EMAIL,2/26/2013,2/21/2013,Individual
P2013-534,2/19/2013,PDR,12-188321,EMAIL,4/16/2013,3/17/2013,Attorney
P2013-535,2/19/2013,PDR,10-284926,EMAIL,2/26/2013,2/20/2013,Attorney
P2013-536,2/19/2013,PDR,12-389249,EMAIL,2/26/2013,2/20/2013,Individual
P2013-537,2/19/2013,PDR,"SMISSEN, HAYDEN WADE",EMAIL,2/26/2013,2/26/2013,Individual
P2013-538,2/19/2013,PDR,13-57030,EMAIL,2/26/2013,2/20/2013,Individual
P2013-539,2/19/2013,PDR,13-57138,EMAIL,3/25/2013,2/26/2013,Individual
P2013-540,2/19/2013,PDR,02-522912,MAIL,2/26/2013,2/26/2013,Attorney
P2013-542,2/19/2013,PDR,11-288177,MAIL,9/18/2013,9/17/2013,Attorney
P2013-543,2/20/2013,PDR,13-49002,EMAIL,2/27/2013,2/22/2013,Individual
P2013-544,2/20/2013,PDR,13-42518,EMAIL,2/27/2013,2/25/2013,Individual
P2013-545,2/20/2013,PDR,12-378517,EMAIL,2/27/2013,2/24/2013,Attorney
P2013-546,2/20/2013,PDR,13-41699,EMAIL,3/28/2013,3/26/2013,Individual
P2013-547,2/20/2013,PDR,13-50408,COUNTER,3/13/2013,2/27/2013,Individual
P2013-548,2/20/2013,PDR,09-387782,EMAIL,2/27/2013,2/22/2013,Attorney
P2013-549,2/20/2013,PDR,PATROL VEH TIME,EMAIL,2/27/2013,2/22/2013,Individual
P2013-550,2/20/2013,PDR,13-31221,EMAIL,2/27/2013,2/27/2013,Media
P2013-551,2/20/2013,PDR,PERSONNEL FILE,EMAIL,2/27/2013,2/21/2013,Individual
P2013-552,2/20/2013,PDR,08-286086,EMAIL,2/27/2013,2/27/2013,Attorney
P2013-554,2/20/2013,PDR,13-39079,EMAIL,2/27/2013,2/27/2013,Individual
P2013-559,2/20/2013,PDR,13-825,MAIL,4/24/2013,4/24/2013,Attorney
P2013-560,2/20/2013,PDR,12-436215,COUNTER,2/27/2013,2/22/2013,Individual
P2013-561,2/20/2013,PDR,CFS 011010 - 123112,EMAIL,3/13/2013,3/7/2013,Individual
P2013-562,2/20/2013,PDR,13-50987,EMAIL,2/27/2013,2/22/2013,Individual
P2013-563,2/20/2013,PDR,REPORTS INVOLVING AS WITNESS,EMAIL,6/17/2013,6/3/2013,Individual
P2013-564,2/20/2013,PDR,12-434354,EMAIL,4/17/2013,4/17/2013,Individual
P2013-553,2/21/2013,PDR,RECORDINGS/COMMUNICATIONS/PERSONNEL INFO,EMAIL,5/24/2013,4/25/2013,Attorney
P2013-555,2/21/2013,PDR,13-27474,EMAIL,4/11/2013,4/8/2013,Attorney
P2013-556,2/21/2013,PDR,11-110252,EMAIL,2/28/2013,2/25/2013,Attorney
P2013-557,2/21/2013,PDR,COMPLAINANT NAMES & ADDRESSES,FAX,3/14/2013,3/13/2013,Individual
